1000,comment,Prequalified sentiment,Information,Opinion,Advice,Impression,Progress,Exercise,Body,Video,Length,Reviewer
1280,🙏,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,2,D
1281,Whoa! My dogs totally freaked out!!  They ran to me— I think they thought I was crying or having a heart attack 😂,-0.9588750601,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,114,J
1282,My cat freaks out whenever I start that breathing. He tends to attack anything in sight nearest to him or bite my face,-0.9989641905,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.40,118,J
1283,"Hi everyone ! I wonder, during shaturanga, Adriene does this thing with her feet pointed (and not flex like me), her legs do not touch the ground and then she goes on to downward facing dog stil on her toes ! Can anyone do that ? I want to to do it so much, it seems to be a nice feeling, but I feel my feet are too weak.",-0.9965029955,0.40,0.30,0.40,0.30,0.00,-0.20,-0.30,0.60,321,J
1284,day 9 divine me👌 love you namaste,0.9987419248,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.00,34,D
1285,Wow! My favorite so far! I felt energize and strong.. I'm getting better at this. Thank you! 🌿💚,0.9998745918,0.50,0.60,0.00,0.60,0.60,0.00,0.50,0.70,97,J
1286,Loving this process,0.9998799562,0.70,0.70,0.00,0.60,0.80,0.40,0.40,0.60,19,D
1287,"You are so right that starting the practice is the hardest part. Today I was more into getting to bed early, but now I'm happy I did some yoga. Goodnight! x from Belgium",0.9993436933,0.50,0.50,0.00,0.20,0.00,0.00,0.00,0.40,169,J
1288,Quieting my mind & coming to the mat... good morning Adriene. :),0.9955964684,0.40,0.60,0.00,0.40,0.50,0.00,0.00,0.60,64,J
1289,Thank you for day 9..❤,0.9997674823,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.60,22,D
1290,That was a yummy practise after a long day of work! Just what I needed ♥,-0.7288355231,0.30,0.60,0.90,0.60,0.40,0.40,0.00,0.50,72,J
1291,"Renaming the practice Yoga After Wine & Game of Thrones Binge Watching. I stayed up a little too late as I am re-watching all the GoT seasons before April and I realized I needed to complete my practice. Wine and chair sits just don't mix. Can you say heartburn? I will know better next time, but I really didn't want to miss a day.",-0.9416965246,-0.70,0.40,0.00,-0.60,0.50,0.00,-0.60,0.60,332,D
1292,"...trying real hard to ""find my expensive breath"" last 5 minutes found out it was probably an ""expansive"" breath to be found :) :)",-0.9757781625,0.40,0.50,0.00,0.00,0.00,0.00,0.00,0.40,130,J
1293,"I needed this one today!

When do you typically practice? Morning or night?",-0.9910271764,0.30,0.00,0.70,0.00,0.00,0.00,0.00,0.00,75,J
1294,Just wanted to thank you for doing these videos! I love how easy to follow they are and that you have a sense of humor too! You make it super easy to stay on the program! Cheers!,0.9998214841,0.60,0.50,0.00,0.70,0.00,0.00,0.00,0.70,178,J
1295,Again loved this and surprised how much it can get my heart pumping <3 thanks so much . I had lost m rhythm with yoga n I’m finding it back now thanks to u n this 30 day dedicate journey!,0.9997466207,0.40,0.00,0.00,0.80,0.40,0.00,0.00,0.50,187,D
1296,"I really enjoyed today's practice, felt very free and energising",0.9998309612,0.40,0.50,0.00,0.50,0.00,0.00,0.50,0.70,64,J
1297,"I'm doing yoga with you since 40 days now, and you help cheer me up even on not so great days. Thank you for sharing so much lovee and joy with all of us practicing yoga here with you🌹🤸‍♀️.
And just reading the comments here is so wholesome. Thank you, Adriene, for creating such a beautiful community, and making this world a little better and easier to live in💖",0.9998528957,0.80,0.90,0.00,0.70,0.00,0.00,0.00,0.80,366,D
1298,Cool practice and challenging! Thank you! Kisses and hugs. Namaste!,0.999884367,0.30,0.40,0.00,0.40,0.00,0.60,0.00,0.70,67,J
1299,"Today was a great day, I loved it. We rock. I only have one question: always when we do downward dog or when we connect the hands at the back to open the heart, my hands get so sweaty that they slide off the mat or slip away. Do you have any tips on how to not get too sweaty hands? Thank you so much!",0.9996569157,-0.30,0.70,0.80,0.60,0.00,0.70,-0.30,0.80,301,D
1300,I will find my balance one day 😹,-0.6514440179,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,33,J
1301,"chasing the wind here in Oz... my base core rally needs work!
i'm staying at this mat .",-0.9972994924,-0.30,0.20,0.00,0.30,0.40,0.40,-0.40,0.20,87,J
1302,"Hi 
Wanted to ask if it’s ok to do 2 sessions in one day?",-0.9762195945,0.30,0.00,0.70,0.20,0.00,0.00,0.00,0.00,57,J
1303,What yoga mat is she using?,-0.9958185554,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,27,J
1304,Did that seem to go by really quickly for anyone else? Fun!,0.9990481734,0.20,0.50,0.00,0.40,0.00,0.00,0.00,0.00,59,J
1305,Great way to start our Saturday! Thank you for giving us the courage :),0.9998394251,0.30,0.60,0.00,0.50,0.00,0.00,0.00,0.50,71,J
1306,Day 11 done!,0.9819258451,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.00,12,D
1307,"This is so encouraging. When I doubt myself, you will tell me I have the tools I need and you're right. I trust you and I can do it. Thank you.",0.9998635054,0.50,0.60,0.00,0.50,0.00,0.00,0.00,0.50,143,J
1308,I found the courage to attempt crow but it still remains elusive... i will keep trying though! thank you for everything adriene!,0.9996241331,0.60,0.50,0.00,0.00,0.00,0.00,0.00,0.40,128,J
1309,"Did this during a solar eclipse, a summer solstice and international yoga day ✌✌",0.9902355075,0.50,0.30,0.00,0.50,0.00,0.00,0.00,0.20,80,J
1310,😍🥰🧘🏼‍♀️💜,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,13,D
1311,"I needed all your reminders today. Definitely didn’t have a good day, thanks for reminding me that I’m responsible for my own happiness",-0.9971188307,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.60,135,J
1312,"😊 Yuuummmyyy practice 😊
Namaste 🙏",-0.9851234555,0.40,0.80,0.00,0.60,0.00,0.50,0.20,0.60,36,P
1313,I was sick with the flu for a few days and missed some days. Should start back where I left off?,-0.9996870756,-0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,96,J
1314,Loving the yoga journey with you all! Thank you!,0.9998880625,0.00,0.60,0.00,0.70,0.00,0.00,0.00,0.70,48,J
1315,I really learned a lot about yoga this helps me my stresses and my back thank u so much I can’t wait to do more😀,0.999420166,0.40,0.50,0.00,0.50,0.40,0.00,0.00,0.50,113,J
1316,I really needed this,0.9505233169,0.90,0.60,0.00,0.80,0.60,0.70,0.50,0.80,20,D
1317,I’m doing it! Wooo! 12 days! We got this!! :D thanks Adriene!,0.9993432164,0.40,0.50,0.00,0.60,0.70,0.00,0.00,0.40,61,J
1318,"Oh my goodness, so lovely <3",0.9998188615,0.00,0.70,0.00,0.80,0.00,0.00,0.00,0.40,28,J
1319,I love you,0.9998656511,0.60,0.70,0.00,0.50,0.00,0.00,0.00,0.70,10,D
1320,ouu la la,-0.6997656226,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.40,9,D
1321,"Bro, I thought it's Space Yoga and got disappointed.",-0.9996193647,-0.40,-0.70,0.00,-0.20,-0.40,0.00,0.00,-0.60,52,J
1322,"When we touched our head on the ground with our legs apart I sort of rolled forward and my four cats (who enjoy doing yoga too) I swear did a communal eye roll and looked at me in disgust, I have never laughed harder in my life 🤣",-0.9701663256,0.40,0.50,0.00,0.70,0.40,0.50,0.30,0.60,230,J
1323,"""Goddess pose, or god pose. . ."" Oh that's a really cool pose name! "". . .or horse pose"" well, that's not as good of a name..",-0.998190105,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125,J
1324,I woke up feeling cold didn't sleep well and having a nasal blockage that barely breathing.Yet i managed to finish today's session with love and passion...and thanks god it was short and not hard working luckily,0.9831919074,4.40,0.60,0.00,0.50,0.30,0.00,0.30,0.70,211,J
1325,Definitely saving this one for  future practice. Taking up space and goddess pose make me feel so powerful. Thanks Adriene!,0.9998501539,0.30,0.40,0.00,0.40,0.30,0.00,0.00,0.20,123,J
1326,"I started following your videos late last year, and I've been doing every day of this challenge. I can't believe how much more flexible I am already.",0.984600246,0.70,0.50,0.00,0.70,0.90,0.70,0.80,0.80,149,J
1327,"This is the day I did my first effortless downward dog with heels on the ground and straighten knees! Thank you Adriene! I believed I was forever stiffed , but now I know hard work and dedication pay back! 
Namaste ❤️",0.9848483205,0.30,0.60,0.00,0.50,0.00,0.00,0.00,0.80,217,J
1328,Day 13 in the books!,0.9909701347,0.30,0.40,0.00,0.00,0.70,0.70,0.00,0.00,20,D
1329,Doing yoga 13 days in a row! Thank you Adriene!,0.9997010827,0.30,0.00,0.00,0.00,0.50,0.00,0.00,0.50,47,J
1330,I kept trying to touch the floor with my head but I was nowhere near haha! That's some crazy sugar! You got moves Adriene! One Love,-0.6205753684,0.30,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,131,J
1331,Who knew that moving with grace could include moving with so much fun? I probably would have rolled around on my back for a long time if I didn't rather want to finish the practice with everyone.,-0.9890670776,0.40,0.50,0.00,0.50,0.40,0.30,0.30,0.60,195,J
1332,Found myself bummed this one felt so short!,-0.999491334,0.50,-0.40,0.00,-0.40,0.00,0.00,0.00,-0.40,43,J
1333,"I love that this practice is teaching me to rededicate the promise I made to myself to take care of my body, as it’s my temple and vehicle to explore this life with. I am on my way to getting my body back in order and I can feel it! The spiritual “sludge”, as it termed it, is gone gone gone and I can feel a flow throughout my body, and can even feel it off the mat if I interrupt that flow. Day 14! I can’t wait to see what each day continues to bring. Namaste 🙏🏾",-0.9488363266,0.70,0.60,0.00,0.80,0.80,0.00,0.80,0.70,467,D
1334,Greetings from Scotland and wherever you are around the world 😊,0.9989672899,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.30,64,J
1335,Thank you! Who is the quote by? I love it!,0.999861598,0.20,0.50,0.00,0.70,0.00,0.00,0.00,0.60,42,J
1336,"I have been looking forward to this day. For me. For Grace. I have the luxury of a daily reminder to be kind to myself and to others, and I often take it for granted. That's bot what this year is about. This year is about taking time for me, creating space, and let the love I put their pour over to others.",0.9994438291,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.50,307,J
1337,Just did it! Feels great right before bed :)),0.9993019104,0.40,0.40,0.00,0.70,0.00,0.00,0.00,0.30,45,J
1338,Love thinking of yoga practice with you as a moving meditation... Thank you Adrienne! You've become a wonderful friend & guide 💗,0.9998791218,0.40,0.50,0.00,0.30,0.00,0.00,0.00,0.60,129,J
1339,Loved this practice today. I feel like I could have done 40 minutes,0.9992875457,0.50,0.80,0.00,0.70,0.60,0.60,0.60,0.60,67,J
1340,Name of your next book: 3 active breaths  😘,-0.8238438368,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,J
1341,this was a particularly difficult practice for me because the cramps were REAL today. Somehow got through it. Those hip dips tho...,-0.964771688,-0.20,0.00,0.00,0.20,0.00,0.20,0.00,0.20,131,J
1342,I can't seem to catch a full breath in child's pose like I can in extended child's pose. Is it just because of my jiggle in the middle or do thin people also struggle with this?,-0.9978023171,-0.20,0.00,0.40,-0.20,0.00,-0.30,-0.20,0.20,177,J
1343,"I really want this journey to be for me but half-way through and I am still failing. Could not do hip dips at all, unless I went down to knees. Down dog is excruciating.",-0.9996640682,-0.20,0.00,0.00,-0.30,-0.20,-0.20,-0.30,0.00,169,J
1344,"I've been working so hard and stressing so much the past few weeks, but these practices always give me a moment of calmness and happiness. I don't know how I would make it through life without these at home practices. Thank you <3",0.9998126626,0.50,0.70,0.00,0.60,0.00,0.40,0.00,0.70,230,J
1345,Thank you Adriene!!,0.9998539686,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,19,D
1346,"As always I feel super great after the practice, thanks for the video 😊",0.9998186231,0.30,0.60,0.00,0.50,0.40,0.40,0.00,0.70,72,J
1347,Another FANTASTIC practice!   I can't believe I am halfway there!  I can't wait to see what the next 15 days brings.  Really feeling good in my body.  I do feel that soul/body connection more.  Thank you as always!! Peace and blessings to all!,0.9998844862,0.30,0.70,0.00,0.60,0.70,0.50,0.00,0.80,243,J
1348,Awesome!  You are right that with even a little time each day the cloud lifts❤️ thanks,0.9998391867,0.30,0.60,0.00,0.40,0.40,0.50,0.00,0.60,86,J
1349,"This dedicate journey is really something I look forward to everyday now, and there definitely has been an improvement of moods. And this is good because compared to pilates exercises, yoga has an incorporation of meditation with it, which is really good. 🍃",0.9998370409,0.70,0.80,0.00,0.70,0.70,0.60,0.00,0.70,258,D
1350,This was exactly what I needed today as I wasn't feeling the best and was recovering from a migraine. Those little massages at the beginning... why don't we do that for ourselves more often?? 🦋💙,-0.663115561,0.40,0.50,0.00,0.50,0.50,0.40,0.50,0.60,196,J
1351,"Dulce, is pronounced 'dulchay'.",-0.9762237668,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,J
1352,"My cat loved this practice, he kept trying to cuddle up next to me. I felt so bad having to move him that his lesson took extra long because I would pause the video to let him snuggle",-0.9994109869,0.40,0.50,0.00,0.40,0.30,0.50,0.20,0.60,183,J
1353,Do you have a complete 30 day series for the complete beginner? I'm a HUGE FAN but I find when I try your 30 day series it gets fast quite quickly and I can't keep up 🤷🏾‍♀️ I would love to complete a full set of 30 days. Thank you so very much for what you do you have helped me a great deal!,-0.976158917,-0.60,0.50,0.70,-0.50,-0.40,-0.80,0.00,0.70,294,D
1354,This is exactly what I needed today 💕,0.9987390637,0.30,0.30,0.00,0.70,0.00,0.00,0.00,0.00,38,J
1355,my favorite practice so far! thank you <3,0.9998044372,0.60,0.70,0.00,0.80,0.00,0.00,0.00,0.80,41,J
1356,Thank you.,0.9998457432,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,10,D
1357,Thank you so much for this gentle practice !!!!,0.999830246,0.20,0.50,0.00,0.70,0.00,0.00,0.00,0.70,47,J
1358,That was an awesome stretch.,0.9993864298,0.00,0.50,0.00,0.70,0.00,0.00,0.30,0.30,28,J
1359,Loving the yearly yoga reset and continuing daily journey beyond the 30 days. This is my 3rd or is it 4th? year of doing Adrienne’s 30days of yoga to start a new year. Loved that day 16 finished with what my yoga teacher calls ‘banana asana’ such a great stretch. Thank you Adrienne for your continued dedication to our yoga discoveries and journeys. Namaste.,0.9908665419,0.60,0.70,0.00,0.70,0.80,0.70,0.00,0.70,359,D
1360,Namaste🙏🏻💙💜💚❤️🧡💛🌞,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,25,D
1361,"I can't believe I'm almost done with my second 30 day series, and in January I'm gunna start another! I plan on doing a 30 day for all of  2022 ❤️",-0.9645617008,0.50,0.50,0.00,0.60,0.80,0.20,0.00,0.70,146,J
1362,After having a bad day today this is exactly what I needed. Turned my sour mood into a calmer head space. Day 17 complete ✅,-0.9876343012,0.30,0.50,0.00,0.50,0.60,0.40,0.40,0.80,123,J
1363,Im on a roll with this series! Only missed 3 days so far.. 2 were bc overdid my arm workout and was waaayy to sore. then I missed Wednesdays practice because I accidently fell asleep 😅. Very proud of myself for sticking with it though!,-0.09861338735,0.05,0.50,0.00,0.20,0.50,0.00,0.00,0.40,236,J
1364,Just what I needed!!!!!!!!!!!!!!!!!!!!!!!! Thank you!!!!!!!!!!!!,0.999678731,0.40,0.70,0.00,0.70,0.60,0.60,0.00,0.70,64,J
